Application,File,RoutePage,Component,String,StringType,CurrentSource,ExistingLocalizationKey,RequiredAction
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/AuditTrailPanel.tsx","","","mb-2 flex items-center justify-between","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/AuditTrailPanel.tsx","","","text-sm font-medium text-gray-800","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/AuditTrailPanel.tsx","","","text-xs text-gray-500 underline","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/AuditTrailPanel.tsx","","","text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/AuditTrailPanel.tsx","","","min-w-full text-left text-xs","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/AuditTrailPanel.tsx","","","px-1 py-1 font-[var(--mono)] text-gray-700","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/AuditTrailPanel.tsx","","","px-1 py-1 font-[var(--mono)] text-gray-500 break-all","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/AuditTrailPanel.tsx","","","px-1 py-1 font-[var(--mono)] text-gray-800 break-all","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/billing-helpers.test.ts","","","is 0 when there are no invoices","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/billing-helpers.test.ts","","","excludes paid and voided invoices","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/billing-helpers.test.ts","","","sums issued and overdue invoices","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/billing-helpers.test.ts","","","returns null for an empty list","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/billing-helpers.test.ts","","","returns the invoice with the latest period end","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/billing-helpers.test.ts","","",", periodEnd: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/billing-helpers.test.ts","","",", periodEnd: ","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/billing-helpers.ts","","","outstanding balance","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","HealthScorePanel helpers","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","Weak login + payment pressure.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","Login frequency","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","Staff quiet for 45 day(s).","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","Payment health","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","1 unpaid invoice.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","Well under caps.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","returns null view when health is not yet computed","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","parses contributingFactorsJson and sorts by weight descending","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","maps keys to readable labels when API label missing","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","Owner login frequency","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","Login frequency","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","Login frequency","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.test.ts","","","derives impact from signal score","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","Health score","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","Not yet computed","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","Why this score","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","Owner login frequency","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","Feature breadth","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","Payment health","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","Member-base trend","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","Support ticket volume","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","Usage vs. plan caps","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","Signal unavailable","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","inline-flex h-6 w-6 items-center justify-center rounded bg-emerald-50 text-sm font-bold text-emerald-700","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","inline-flex h-6 w-6 items-center justify-center rounded bg-red-50 text-sm font-bold text-red-600","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","inline-flex h-6 w-6 items-center justify-center rounded bg-gray-200 text-sm font-bold text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","rounded-[var(--radius)] border border-gray-200 bg-white p-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","text-lg font-medium","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","mt-3 rounded border border-dashed border-gray-200 bg-white/40 px-4 py-6 text-center","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","text-base font-medium text-gray-800","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","mt-1 text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","mt-3 flex flex-wrap items-end gap-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","font-[var(--mono)] text-5xl font-semibold tabular-nums leading-none text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","flex flex-col gap-1 pb-1","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","ml-auto pb-1 text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","mt-3 text-sm text-gray-700","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","mt-5 text-sm font-medium text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","mt-2 text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","mt-2 divide-y divide-gray-200","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","flex items-start gap-3 py-2.5","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","min-w-0 flex-1","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","flex flex-wrap items-baseline justify-between gap-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","text-sm font-medium text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","font-[var(--mono)] text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","",""," · unavailable","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthScorePanel.tsx","","","mt-0.5 text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","Health","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","Not yet computed","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","Health Score","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","Confidence","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","Why This Score","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","flex flex-wrap items-baseline justify-between gap-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","text-sm font-medium text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","font-[var(--mono)] text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","",""," · unavailable","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","mt-0.5 text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","mt-2 text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","mt-1 divide-y divide-gray-200","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","rounded-[var(--radius)] border border-gray-200 bg-white p-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","text-lg font-medium","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","mt-3 rounded border border-dashed border-gray-200 bg-white/40 px-4 py-6 text-center","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","text-base font-medium text-gray-800","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","mt-1 text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","flex flex-col gap-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","rounded-[var(--radius)] border border-gray-200 bg-white p-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","text-lg font-medium","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","mt-1 text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","mt-4 flex flex-wrap items-end gap-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","font-[var(--mono)] text-5xl font-semibold tabular-nums leading-none text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","text-lg text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","flex flex-col gap-1 pb-1","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","ml-auto pb-1 text-right","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","text-xs uppercase tracking-wide text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","text-sm font-medium text-gray-800","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","ml-1 font-[var(--mono)] text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","mt-3 text-sm text-gray-700","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","rounded-[var(--radius)] border border-gray-200 bg-white p-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","text-lg font-medium","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","mt-1 text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","mt-4 flex flex-col gap-5","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","No signals currently positive.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","No unavailable or borderline signals.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/HealthTab.tsx","","","No signals currently negative.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ImpersonateButton.tsx","","","Popup blocked — allow popups for this site, then try again. Your platform session was not altered.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ImpersonateButton.tsx","","","Forbidden — your role cannot impersonate (403).","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ImpersonateButton.tsx","","","Impersonation failed","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ImpersonateButton.tsx","","","Start support impersonation","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ImpersonateButton.tsx","","","text-xs text-amber-800/90","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ImpersonateButton.tsx","","","Start impersonation","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ImpersonateButton.tsx","","","mt-2 block text-sm","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ImpersonateButton.tsx","","","mt-1 w-full rounded-[var(--radius)] border border-gray-300 bg-white px-3 py-2 text-gray-900 disabled:opacity-60","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ImpersonateButton.tsx","","","e.g. Investigating owner-reported billing mismatch on July invoice…","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.test.ts","","","provision form validation","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.test.ts","","","requires core fields and password min 8","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.test.ts","","","rejects short password and bad emails","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.test.ts","","","builds body omitting blank optionals (never invents password)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.test.ts","","","Owner One","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.test.ts","","","provision role gate","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.test.ts","","","Support cannot provision; Ops and Admin can","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.ts","","","Gym name is required.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.ts","","","City is required.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.ts","","","Phone number is required.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.ts","","","Gym email is required.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.ts","","","Enter a valid gym email.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.ts","","","Owner full name is required.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.ts","","","Owner email is required.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.ts","","","Enter a valid owner email.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.ts","","","Owner password is required.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.ts","","","Password must be at least 8 characters.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.ts","","","Choose a valid plan tier.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/provision-form.ts","","","Trial duration must be between 1 and 90 days.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Failed to load plans. Close and retry.","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","No plans are currently active for new sales.","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Active","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Cancelled","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Business","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Owner","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Plan","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Trial","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Tenant created","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Gym code","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Owner","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Plan","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Trial","A","jsx-text","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","flex flex-col gap-1 text-sm","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","font-medium text-gray-700","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","text-xs text-gray-400","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","text-xs text-red-600","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","",""," : value.toLocaleString(","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Forbidden — Requires Platform Ops (403).","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Provisioning failed","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Choose a plan.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","flex max-h-[90vh] flex-col gap-3 overflow-y-auto p-5","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","text-lg font-bold text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Tenant created","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Create Tenant","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","mt-1 text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Provisioning finished. Review the outcome below.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Creates a gym tenant, Owner account with an initial password, and starts the platform trial.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Provisioning steps","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","grid gap-3 sm:grid-cols-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Gym name *","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Gym code","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Leave blank to auto-generate.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Auto if blank","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","City *","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Phone *","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Email *","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Name (Arabic)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Time zone","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Optional. Defaults on the server.","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","flex flex-col gap-4","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","rounded-[var(--radius)] border border-blue-200 bg-blue-50 px-3 py-2 text-sm text-blue-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","grid gap-3 sm:grid-cols-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Owner full name *","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Owner email *","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Initial password * (min 8)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","rounded-[var(--radius)] border border-dashed border-amber-300 bg-amber-50/80 px-3 py-3 text-sm","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","font-semibold text-amber-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","mt-1 text-amber-800","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","flex flex-col gap-3","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","text-sm text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","text-sm text-red-600","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","text-sm text-amber-800","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","grid gap-2 sm:grid-cols-2","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","border-blue-600 bg-blue-50 ring-2 ring-blue-200","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","border-gray-200 bg-white hover:border-gray-300","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","font-bold text-gray-900","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","mt-1 font-[var(--mono)] text-sm tabular-nums text-gray-700","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","text-xs font-normal text-gray-400","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","text-xs text-gray-500","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","text-xs text-red-600","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","flex flex-col gap-3","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","Trial duration (days)","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","cp-card p-4 text-sm","A","string-literal","","localize"
"apps/platform-console","Frontend/apps/platform-console/src/features/tenants/ProvisionGymDialog.tsx","","","mt-2 text-gray-500","A","string-literal","","localize"
